id,name,color,description,size,price,created_date
127,Lightweight Sunglasses,navy,Leather machine-washable wool modern affordable easy-care urban perfect limited. Durable comfort versatile affordable minimal soft soft adjustable modern stylish machine-washable modern breathable elegant. Design silk stylish lightweight luxury polyester waterproof soft modern stylish.,XS,39.37,2020-01-01T05:15:47
128,Vintage Dress,brown,Versatile eco-friendly denim silk synthetic vintage easy-care secure. Urban affordable limited versatile urban synthetic handmade canvas sporty classic stretch canvas versatile machine-washable. Premium denim comfortable stretch breathable minimal limited easy-care machine-washable minimal stylish stretch durable.,XL,373.54,2020-01-04T00:34:47
129,Soft Cap,orange,Secure breathable machine-washable machine-washable eco-friendly adjustable durable elegant edition lightweight travel limited elegant affordable. Machine-washable eco-friendly silk classic nylon perfect minimal comfortable.,M,444.31,2019-12-13T21:25:20
130,Modern Jacket,navy,Polyester soft limited casual edition comfortable adjustable stylish stretch durable secure vintage soft travel durable. Comfort polyester stylish adjustable perfect edition outdoor leather classic stretch easy-care sporty easy-care. Durable classic easy-care elegant polyester comfortable comfort canvas minimal versatile elegant leather lightweight.,XL,882.93,2024-08-24T12:05:21
131,Classic Dress,purple,Waterproof classic soft edition polyester premium edition limited everyday durable durable cotton comfortable.,S,371.63,2025-09-06T23:58:46
132,Casual Watch,orange,Comfortable elegant comfort comfortable polyester soft nylon edition sporty durable machine-washable outdoor adjustable.,XXL,664.77,2020-09-26T10:36:40
133,Elegant Backpack,red,Lightweight modern stylish silk machine-washable everyday luxury waterproof polyester stylish. Eco-friendly luxury waterproof stretch stylish stretch nylon eco-friendly durable urban nylon classic premium elegant polyester durable. Lightweight silk wool classic elegant canvas lightweight modern.,M,139.62,2020-08-18T01:17:25
134,Soft Dress,orange,Synthetic comfort stylish stylish lightweight nylon handmade soft luxury stretch wool outdoor urban classic.,XXL,789.21,2023-11-27T18:56:42
135,Classic Sweater,brown,Soft cotton eco-friendly modern denim versatile machine-washable travel versatile travel luxury eco-friendly stylish everyday machine-washable. Cotton comfortable stylish cotton classic everyday stylish limited polyester eco-friendly easy-care. Denim breathable edition comfort classic soft soft casual secure.,XXL,816.41,2023-12-17T09:41:28
136,Classic Sweater,gray,Wool limited modern luxury limited silk vintage soft durable eco-friendly travel lightweight. Leather urban premium waterproof vintage soft breathable sporty soft affordable modern adjustable.,M,581.89,2023-10-15T12:26:23
137,Soft Dress,gray,Affordable classic stylish handmade comfortable wool luxury machine-washable outdoor premium breathable. Affordable wool vintage luxury vintage nylon comfortable machine-washable lightweight canvas lightweight wool stylish.,XXL,175.94,2021-12-19T05:15:00
138,Stylish Watch,black,Vintage machine-washable comfortable silk canvas nylon urban lightweight.,XXL,67.76,2024-05-02T12:18:14
139,Comfort Dress,navy,Soft lightweight versatile minimal waterproof soft canvas perfect comfort edition polyester edition classic leather adjustable.,XL,814.89,2021-12-28T20:32:06
140,Elegant Sneakers,green,Machine-washable eco-friendly wool affordable adjustable leather design minimal silk machine-washable versatile comfortable premium.,L,292.25,2024-06-23T16:17:02
141,Vintage Jeans,navy,Edition everyday premium waterproof lightweight urban lightweight secure sporty. Breathable cotton stylish comfortable edition easy-care modern sporty elegant outdoor wool soft adjustable stylish eco-friendly.,S,133.94,2022-06-03T08:38:00
142,Lightweight Backpack,white,Waterproof minimal cotton lightweight vintage soft soft soft.,XS,105.77,2020-10-01T04:16:54
143,Sporty Jacket,blue,Waterproof eco-friendly minimal casual soft edition machine-washable leather cotton perfect vintage sporty handmade soft everyday. Design handmade silk lightweight polyester modern wool travel minimal casual.,M,963.79,2020-06-26T10:26:37
144,Comfort Sweater,purple,Canvas minimal cotton machine-washable premium affordable everyday silk everyday limited sporty casual casual canvas sporty.,M,989.38,2024-01-29T08:42:01
145,Lightweight Jacket,pink,Elegant modern secure lightweight classic comfortable comfort waterproof lightweight handmade luxury design polyester.,XS,618.35,2025-02-08T19:19:54
146,Elegant Jacket,yellow,Classic modern modern polyester design affordable comfortable comfort luxury lightweight leather leather travel. Polyester lightweight versatile breathable soft affordable easy-care perfect canvas durable breathable lightweight design secure stretch. Breathable comfortable soft casual perfect eco-friendly modern classic minimal.,XXL,891.98,2021-09-03T17:51:04
147,Sporty Cap,green,Cotton limited everyday nylon modern everyday casual edition comfortable silk synthetic. Travel adjustable edition easy-care design affordable edition outdoor silk modern comfortable secure.,XXL,141.02,2024-03-22T02:51:39
148,Stylish Watch,blue,Limited lightweight denim versatile easy-care soft limited versatile design canvas versatile stylish easy-care minimal stylish. Vintage stretch perfect modern minimal polyester nylon design premium.,M,627.71,2021-03-06T21:23:24
149,Durable Skirt,red,Stretch breathable durable classic affordable vintage outdoor silk modern versatile comfortable elegant eco-friendly stylish wool. Silk classic canvas machine-washable cotton waterproof stretch minimal stylish stylish. Affordable everyday minimal travel soft soft limited adjustable handmade everyday lightweight polyester soft.,XL,449.69,2025-08-26T17:38:30
150,Comfort Backpack,white,Modern modern urban synthetic stylish lightweight everyday design silk cotton limited denim luxury adjustable stylish modern.,L,362.81,2025-03-20T02:38:41
151,Elegant Sweater,black,Elegant outdoor breathable easy-care comfortable durable modern limited soft edition affordable modern.,XXL,209.91,2023-03-21T01:34:30
152,Classic Skirt,blue,Versatile casual polyester minimal versatile elegant stretch durable. Waterproof modern minimal machine-washable stylish everyday design canvas vintage casual casual everyday edition. Stylish versatile everyday urban synthetic stretch luxury lightweight denim canvas edition design easy-care.,M,947.12,2019-01-06T07:33:25
153,Classic Dress,green,Polyester adjustable classic travel design outdoor travel edition comfortable outdoor outdoor minimal.,XL,637.98,2019-08-09T00:52:23
154,Comfort T-shirt,gray,Minimal affordable soft leather synthetic outdoor breathable minimal modern.,S,16.68,2023-04-19T21:19:33
155,Modern Jacket,brown,Leather lightweight soft durable sporty outdoor outdoor premium elegant soft silk everyday. Stretch classic travel breathable eco-friendly machine-washable premium polyester. Stylish outdoor comfortable elegant silk stretch waterproof design edition.,XS,69.67,2019-05-03T07:02:52
156,Vintage Dress,brown,Lightweight elegant canvas easy-care classic comfortable affordable urban soft outdoor lightweight classic vintage luxury polyester casual. Design denim nylon design everyday vintage leather silk adjustable. Urban urban stylish premium stylish leather classic classic urban.,S,737.41,2022-10-10T14:39:06
157,Premium Jacket,white,Nylon lightweight outdoor modern comfort silk durable soft leather comfort casual stylish lightweight. Outdoor minimal polyester durable eco-friendly classic leather design polyester perfect modern easy-care denim machine-washable.,S,899.91,2019-06-04T22:16:48
158,Sporty Jacket,purple,Secure eco-friendly synthetic comfort synthetic stretch denim perfect design luxury limited polyester limited lightweight. Luxury waterproof perfect silk polyester edition outdoor versatile soft limited everyday limited silk.,XXL,27.29,2023-01-06T15:58:55
159,Soft T-shirt,navy,Soft edition comfort stretch minimal design travel breathable classic polyester lightweight sporty cotton affordable polyester premium.,XL,378.85,2023-05-27T11:25:13
160,Sporty Backpack,black,Breathable edition soft waterproof classic luxury affordable travel stylish edition limited affordable stretch versatile.,XXL,789.53,2020-01-21T00:48:17
161,Lightweight Skirt,blue,Minimal eco-friendly machine-washable waterproof outdoor secure modern design durable durable waterproof lightweight handmade comfort elegant comfortable. Easy-care stylish durable vintage premium everyday denim versatile classic stretch classic lightweight luxury synthetic comfortable. Waterproof lightweight durable casual everyday stylish leather travel waterproof premium perfect nylon soft.,XL,49.04,2019-06-20T17:05:12
162,Elegant Sweater,yellow,Polyester comfortable polyester premium lightweight waterproof stretch modern. Stylish soft modern sporty lightweight classic waterproof premium. Limited adjustable limited sporty stretch classic urban edition sporty.,S,181.92,2019-01-24T19:43:34
163,Casual Backpack,brown,Sporty stylish nylon urban durable wool premium lightweight.,L,743.22,2019-07-09T06:12:44
164,Elegant Watch,green,Stretch cotton nylon sporty outdoor machine-washable secure stylish luxury. Comfort comfortable handmade easy-care stylish affordable perfect stretch edition classic waterproof polyester soft classic. Nylon stretch silk luxury modern stretch urban comfortable travel everyday handmade breathable elegant.,M,698.08,2024-11-17T15:02:12
165,Soft Watch,red,Elegant breathable minimal modern travel premium waterproof stylish handmade nylon premium limited travel edition.,M,333.09,2025-07-24T03:34:40
166,Casual Sweater,black,Comfort synthetic cotton wool outdoor travel sporty edition. Stylish modern leather denim machine-washable premium comfort denim lightweight synthetic stretch.,XL,816.7,2023-10-03T05:16:33
167,Lightweight T-shirt,yellow,Polyester durable urban nylon lightweight polyester versatile urban eco-friendly premium.,L,563.37,2021-03-10T23:23:47
168,Stylish T-shirt,white,Edition stylish stretch elegant denim stylish nylon nylon polyester versatile eco-friendly. Durable denim canvas secure premium durable classic canvas eco-friendly vintage travel.,XL,710.19,2024-09-23T15:13:12
169,Stylish Sneakers,orange,Lightweight stylish luxury outdoor edition machine-washable classic machine-washable design. Urban modern easy-care soft secure versatile modern cotton elegant comfort lightweight leather nylon modern. Outdoor luxury lightweight urban wool edition perfect denim stylish everyday comfortable.,XXL,81.76,2019-12-30T09:45:09
170,Stylish Sneakers,yellow,Lightweight classic modern lightweight limited modern durable stretch handmade eco-friendly soft canvas. Everyday secure affordable classic outdoor breathable eco-friendly classic everyday eco-friendly design luxury handmade easy-care waterproof versatile. Minimal premium edition leather breathable handmade classic stretch soft stylish.,XL,127.74,2024-10-16T23:28:06
